,,,,,,,,,
Operating Airline,Operating Airline IATA Code,Published Airline,GEO Region,Activity Type Code,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Deplaned,22661,Deplaned,22661,2015,June
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Enplaned,23112,Enplaned,23112,2015,June
Philippine Airlines,PR,Philippine Airlines,Asia,Deplaned,10953,Deplaned,10953,2015,June
Philippine Airlines,PR,Philippine Airlines,Asia,Enplaned,11733,Enplaned,11733,2015,June
SAS Airlines,SK,SAS Airlines,Europe,Deplaned,6913,Deplaned,6913,2015,June
SAS Airlines,SK,SAS Airlines,Europe,Enplaned,7268,Enplaned,7268,2015,June
Singapore Airlines,SQ,Singapore Airlines,Asia,Deplaned,12861,Deplaned,12861,2015,June
Singapore Airlines,SQ,Singapore Airlines,Asia,Enplaned,15772,Enplaned,15772,2015,June
SkyWest Airlines,OO,Delta Air Lines,US,Deplaned,1905,Deplaned,1905,2015,June
SkyWest Airlines,OO,Delta Air Lines,US,Enplaned,1927,Enplaned,1927,2015,June
SkyWest Airlines,OO,United Airlines,US,Deplaned,153259,Deplaned,153259,2015,June
SkyWest Airlines,OO,United Airlines,US,Enplaned,152477,Enplaned,152477,2015,June
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,2369,Deplaned,2369,2015,June
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,13938,Deplaned,13938,2015,June
SkyWest Airlines,OO,United Airlines,Canada,Enplaned,17031,Enplaned,17031,2015,June
Southwest Airlines,WN,Southwest Airlines,US,Deplaned,150533,Deplaned,150533,2015,June
Southwest Airlines,WN,Southwest Airlines,US,Enplaned,148140,Enplaned,148140,2015,June
Southwest Airlines,WN,Southwest Airlines,US,Thru / Transit,37,Thru / Transit * 2,74,2015,June
Sun Country Airlines,SY,Sun Country Airlines,US,Deplaned,9610,Deplaned,9610,2015,June
Sun Country Airlines,SY,Sun Country Airlines,US,Enplaned,9964,Enplaned,9964,2015,June
Swiss International,LX,Swiss International,Europe,Deplaned,5265,Deplaned,5265,2015,June
Swiss International,LX,Swiss International,Europe,Enplaned,6380,Enplaned,6380,2015,June
TACA,TA,TACA,Central America,Deplaned,5624,Deplaned,5624,2015,June
TACA,TA,TACA,Central America,Enplaned,5800,Enplaned,5800,2015,June
Turkish Airlines,TK,Turkish Airlines,Europe,Deplaned,8582,Deplaned,8582,2015,June
Turkish Airlines,TK,Turkish Airlines,Europe,Enplaned,8893,Enplaned,8893,2015,June
US Airways,US,US Airways,US,Deplaned,81101,Deplaned,81101,2015,June
US Airways,US,US Airways,US,Enplaned,85259,Enplaned,85259,2015,June
United Airlines,UA,United Airlines,US,Deplaned,36711,Deplaned,36711,2015,June
United Airlines,UA,United Airlines,US,Enplaned,31893,Enplaned,31893,2015,June
United Airlines,UA,United Airlines,US,Deplaned,273646,Deplaned,273646,2015,June
United Airlines,UA,United Airlines,US,Enplaned,288238,Enplaned,288238,2015,June
United Airlines,UA,United Airlines,US,Thru / Transit,262,Thru / Transit * 2,524,2015,June
United Airlines,UA,United Airlines,US,Deplaned,357138,Deplaned,357138,2015,June
United Airlines,UA,United Airlines,US,Enplaned,362488,Enplaned,362488,2015,June
United Airlines,UA,United Airlines,US,Thru / Transit,103,Thru / Transit * 2,206,2015,June
United Airlines,UA,United Airlines,Asia,Deplaned,75305,Deplaned,75305,2015,June
United Airlines,UA,United Airlines,Asia,Enplaned,77598,Enplaned,77598,2015,June
United Airlines,UA,United Airlines,Australia / Oceania,Deplaned,7041,Deplaned,7041,2015,June
United Airlines,UA,United Airlines,Australia / Oceania,Enplaned,6259,Enplaned,6259,2015,June
United Airlines,UA,United Airlines,Canada,Deplaned,47,Deplaned,47,2015,June
United Airlines,UA,United Airlines,Canada,Enplaned,259,Enplaned,259,2015,June
United Airlines,UA,United Airlines,Canada,Deplaned,5024,Deplaned,5024,2015,June
United Airlines,UA,United Airlines,Canada,Enplaned,1258,Enplaned,1258,2015,June
United Airlines,UA,United Airlines,Canada,Deplaned,7639,Deplaned,7639,2015,June
United Airlines,UA,United Airlines,Canada,Enplaned,11300,Enplaned,11300,2015,June
United Airlines,UA,United Airlines,Europe,Deplaned,42004,Deplaned,42004,2015,June
United Airlines,UA,United Airlines,Europe,Enplaned,45817,Enplaned,45817,2015,June
United Airlines,UA,United Airlines,Mexico,Deplaned,22262,Deplaned,22262,2015,June
United Airlines,UA,United Airlines,Mexico,Enplaned,16103,Enplaned,16103,2015,June
United Airlines,UA,United Airlines,Mexico,Thru / Transit,6,Thru / Transit * 2,12,2015,June
United Airlines,UA,United Airlines,Mexico,Enplaned,132,Enplaned,132,2015,June
United Airlines,UA,United Airlines,Mexico,Enplaned,7259,Enplaned,7259,2015,June
Virgin America,VX,Virgin America,US,Deplaned,173354,Deplaned,173354,2015,June
Virgin America,VX,Virgin America,US,Enplaned,179661,Enplaned,179661,2015,June
Virgin America,VX,Virgin America,Mexico,Deplaned,3974,Deplaned,3974,2015,June
Virgin America,VX,Virgin America,Mexico,Enplaned,4361,Enplaned,4361,2015,June
Virgin Atlantic,VS,Virgin Atlantic,Europe,Deplaned,15256,Deplaned,15256,2015,June
Virgin Atlantic,VS,Virgin Atlantic,Europe,Enplaned,16597,Enplaned,16597,2015,June
WestJet Airlines,WS,WestJet Airlines,Canada,Deplaned,7799,Deplaned,7799,2015,June
WestJet Airlines,WS,WestJet Airlines,Canada,Enplaned,8057,Enplaned,8057,2015,June
XL Airways France,SE,XL Airways France,Europe,Deplaned,2316,Deplaned,2316,2015,June
XL Airways France,SE,XL Airways France,Europe,Enplaned,2895,Enplaned,2895,2015,June
Aer Lingus,EI,Aer Lingus,Europe,Deplaned,8183,Deplaned,8183,2015,July
Aer Lingus,EI,Aer Lingus,Europe,Enplaned,7056,Enplaned,7056,2015,July
Aeromexico,AM,Aeromexico,Mexico,Deplaned,12726,Deplaned,12726,2015,July
Aeromexico,AM,Aeromexico,Mexico,Enplaned,11401,Enplaned,11401,2015,July
Air Canada,AC,Air Canada,Canada,Deplaned,20308,Deplaned,20308,2015,July
Air Canada,AC,Air Canada,Canada,Enplaned,18765,Enplaned,18765,2015,July
Air Canada,AC,Air Canada,Canada,Deplaned,30462,Deplaned,30462,2015,July
Air Canada,AC,Air Canada,Canada,Enplaned,28148,Enplaned,28148,2015,July
Air China,CA,Air China,Asia,Deplaned,10316,Deplaned,10316,2015,July
Air France,AF,Air France,Europe,Deplaned,25195,Deplaned,25195,2015,July
Air France,AF,Air France,Europe,Enplaned,21278,Enplaned,21278,2015,July
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Deplaned,9067,Deplaned,9067,2015,July
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Enplaned,9487,Enplaned,9487,2015,July
Alaska Airlines,AS,Alaska Airlines,US,Deplaned,64022,Deplaned,64022,2015,July
Alaska Airlines,AS,Alaska Airlines,US,Enplaned,61088,Enplaned,61088,2015,July
Alaska Airlines,AS,Alaska Airlines,Mexico,Deplaned,6448,Deplaned,6448,2015,July
Alaska Airlines,AS,Alaska Airlines,Mexico,Enplaned,6133,Enplaned,6133,2015,July
All Nippon Airways,NH,All Nippon Airways,Asia,Deplaned,7700,Deplaned,7700,2015,July
All Nippon Airways,NH,All Nippon Airways,Asia,Enplaned,6753,Enplaned,6753,2015,July
American Airlines,AA,American Airlines,US,Deplaned,132941,Deplaned,132941,2015,July
American Airlines,AA,American Airlines,US,Enplaned,127472,Enplaned,127472,2015,July
Asiana Airlines,OZ,Asiana Airlines,Asia,Deplaned,8712,Deplaned,8712,2015,July
Asiana Airlines,OZ,Asiana Airlines,Asia,Enplaned,7737,Enplaned,7737,2015,July
British Airways,BA,British Airways,Europe,Deplaned,22772,Deplaned,22772,2015,July
British Airways,BA,British Airways,Europe,Enplaned,21078,Enplaned,21078,2015,July
Cathay Pacific,CX,Cathay Pacific,Asia,Deplaned,22213,Deplaned,22213,2015,July
Cathay Pacific,CX,Cathay Pacific,Asia,Enplaned,18826,Enplaned,18826,2015,July
China Airlines,CI,China Airlines,Asia,Deplaned,10461,Deplaned,10461,2015,July
China Airlines,CI,China Airlines,Asia,Enplaned,8742,Enplaned,8742,2015,July
China Eastern,MU,China Eastern,Asia,Deplaned,6706,Deplaned,6706,2015,July
China Eastern,MU,China Eastern,Asia,Enplaned,5232,Enplaned,5232,2015,July
China Southern,CZ,China Southern,Asia,Deplaned,6044,Deplaned,6044,2015,July
China Southern,CZ,China Southern,Asia,Enplaned,5389,Enplaned,5389,2015,July
Compass Airlines,CP,Delta Air Lines,US,Deplaned,31686,Deplaned,31686,2015,July
Compass Airlines,CP,Delta Air Lines,US,Enplaned,30939,Enplaned,30939,2015,July
Compass Airlines,CP,American Airlines,US,Deplaned,5910,Deplaned,5910,2015,July
Compass Airlines,CP,American Airlines,US,Enplaned,5698,Enplaned,5698,2015,July
Delta Air Lines,DL,Delta Air Lines,US,Deplaned,186774,Deplaned,186774,2015,July
Delta Air Lines,DL,Delta Air Lines,US,Enplaned,183224,Enplaned,183224,2015,July
Delta Air Lines,DL,Delta Air Lines,US,Thru / Transit,1081,Thru / Transit * 2,2162,2015,July
EVA Airways,BR,EVA Airways,Asia,Deplaned,18551,Deplaned,18551,2015,July
EVA Airways,BR,EVA Airways,Asia,Enplaned,15159,Enplaned,15159,2015,July
Emirates,EK,Emirates,Middle East,Deplaned,14769,Deplaned,14769,2015,July
Emirates,EK,Emirates,Middle East,Enplaned,13275,Enplaned,13275,2015,July
Etihad Airways,EY,Etihad Airways,Middle East,Deplaned,9736,Deplaned,9736,2015,July
Etihad Airways,EY,Etihad Airways,Middle East,Enplaned,5312,Enplaned,5312,2015,July
Frontier Airlines,F9,Frontier Airlines,US,Deplaned,25803,Deplaned,25803,2015,July
Frontier Airlines,F9,Frontier Airlines,US,Enplaned,25986,Enplaned,25986,2015,July
Hawaiian Airlines,HA,Hawaiian Airlines,US,Deplaned,14397,Deplaned,14397,2015,July
Hawaiian Airlines,HA,Hawaiian Airlines,US,Enplaned,15048,Enplaned,15048,2015,July
Japan Airlines,JL,Japan Airlines,Asia,Deplaned,7211,Deplaned,7211,2015,July
Japan Airlines,JL,Japan Airlines,Asia,Enplaned,6195,Enplaned,6195,2015,July
JetBlue Airways,B6,JetBlue Airways,US,Deplaned,63517,Deplaned,63517,2015,July
JetBlue Airways,B6,JetBlue Airways,US,Enplaned,61774,Enplaned,61774,2015,July
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Deplaned,12043,Deplaned,12043,2015,July
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Enplaned,10562,Enplaned,10562,2015,July
Korean Air Lines,KE,Korean Air Lines,Asia,Deplaned,7986,Deplaned,7986,2015,July
Korean Air Lines,KE,Korean Air Lines,Asia,Enplaned,7174,Enplaned,7174,2015,July
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Deplaned,24664,Deplaned,24664,2015,July
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Enplaned,23142,Enplaned,23142,2015,July
Philippine Airlines,PR,Philippine Airlines,Asia,Deplaned,12907,Deplaned,12907,2015,July
Philippine Airlines,PR,Philippine Airlines,Asia,Enplaned,10937,Enplaned,10937,2015,July
SAS Airlines,SK,SAS Airlines,Europe,Deplaned,7665,Deplaned,7665,2015,July
SAS Airlines,SK,SAS Airlines,Europe,Enplaned,7488,Enplaned,7488,2015,July
Singapore Airlines,SQ,Singapore Airlines,Asia,Deplaned,15820,Deplaned,15820,2015,July
Singapore Airlines,SQ,Singapore Airlines,Asia,Enplaned,15384,Enplaned,15384,2015,July
SkyWest Airlines,OO,Delta Air Lines,US,Deplaned,3856,Deplaned,3856,2015,July
SkyWest Airlines,OO,Delta Air Lines,US,Enplaned,3830,Enplaned,3830,2015,July
SkyWest Airlines,OO,United Airlines,US,Deplaned,159302,Deplaned,159302,2015,July
SkyWest Airlines,OO,United Airlines,US,Enplaned,157936,Enplaned,157936,2015,July
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,3006,Deplaned,3006,2015,July
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,11639,Deplaned,11639,2015,July
SkyWest Airlines,OO,United Airlines,Canada,Enplaned,14494,Enplaned,14494,2015,July
Southwest Airlines,WN,Southwest Airlines,US,Deplaned,156227,Deplaned,156227,2015,July
Southwest Airlines,WN,Southwest Airlines,US,Enplaned,154847,Enplaned,154847,2015,July
Southwest Airlines,WN,Southwest Airlines,US,Thru / Transit,36,Thru / Transit * 2,72,2015,July
Sun Country Airlines,SY,Sun Country Airlines,US,Deplaned,12769,Deplaned,12769,2015,July
Sun Country Airlines,SY,Sun Country Airlines,US,Enplaned,11687,Enplaned,11687,2015,July
Swiss International,LX,Swiss International,Europe,Deplaned,11704,Deplaned,11704,2015,July
Swiss International,LX,Swiss International,Europe,Enplaned,9970,Enplaned,9970,2015,July
TACA,TA,TACA,Central America,Deplaned,7656,Deplaned,7656,2015,July
TACA,TA,TACA,Central America,Enplaned,7758,Enplaned,7758,2015,July
Turkish Airlines,TK,Turkish Airlines,Europe,Deplaned,9813,Deplaned,9813,2015,July
Turkish Airlines,TK,Turkish Airlines,Europe,Enplaned,8037,Enplaned,8037,2015,July
US Airways,US,US Airways,US,Deplaned,89861,Deplaned,89861,2015,July
US Airways,US,US Airways,US,Enplaned,88864,Enplaned,88864,2015,July
United Airlines,UA,United Airlines,US,Deplaned,41337,Deplaned,41337,2015,July
United Airlines,UA,United Airlines,US,Enplaned,29672,Enplaned,29672,2015,July
United Airlines,UA,United Airlines,US,Deplaned,286784,Deplaned,286784,2015,July
United Airlines,UA,United Airlines,US,Enplaned,307254,Enplaned,307254,2015,July
United Airlines,UA,United Airlines,US,Thru / Transit,1,Thru / Transit * 2,2,2015,July
United Airlines,UA,United Airlines,US,Deplaned,386464,Deplaned,386464,2015,July
United Airlines,UA,United Airlines,US,Enplaned,373526,Enplaned,373526,2015,July
United Airlines,UA,United Airlines,US,Thru / Transit,144,Thru / Transit * 2,288,2015,July
United Airlines,UA,United Airlines,Asia,Deplaned,82017,Deplaned,82017,2015,July
United Airlines,UA,United Airlines,Asia,Enplaned,67631,Enplaned,67631,2015,July
United Airlines,UA,United Airlines,Australia / Oceania,Deplaned,7647,Deplaned,7647,2015,July
United Airlines,UA,United Airlines,Australia / Oceania,Enplaned,7499,Enplaned,7499,2015,July
United Airlines,UA,United Airlines,Canada,Deplaned,546,Deplaned,546,2015,July
United Airlines,UA,United Airlines,Canada,Enplaned,1258,Enplaned,1258,2015,July
United Airlines,UA,United Airlines,Canada,Thru / Transit,10,Thru / Transit * 2,20,2015,July
United Airlines,UA,United Airlines,Canada,Deplaned,11039,Deplaned,11039,2015,July
United Airlines,UA,United Airlines,Canada,Enplaned,908,Enplaned,908,2015,July
United Airlines,UA,United Airlines,Canada,Deplaned,10321,Deplaned,10321,2015,July
United Airlines,UA,United Airlines,Canada,Enplaned,18654,Enplaned,18654,2015,July
United Airlines,UA,United Airlines,Europe,Deplaned,48136,Deplaned,48136,2015,July
United Airlines,UA,United Airlines,Europe,Enplaned,42776,Enplaned,42776,2015,July
United Airlines,UA,United Airlines,Mexico,Deplaned,25943,Deplaned,25943,2015,July
United Airlines,UA,United Airlines,Mexico,Enplaned,18655,Enplaned,18655,2015,July
United Airlines,UA,United Airlines,Mexico,Thru / Transit,11,Thru / Transit * 2,22,2015,July
United Airlines,UA,United Airlines,Mexico,Enplaned,167,Enplaned,167,2015,July
United Airlines,UA,United Airlines,Mexico,Enplaned,6616,Enplaned,6616,2015,July
Virgin America,VX,Virgin America,US,Deplaned,183026,Deplaned,183026,2015,July
Virgin America,VX,Virgin America,US,Enplaned,177033,Enplaned,177033,2015,July
Virgin America,VX,Virgin America,Mexico,Deplaned,4825,Deplaned,4825,2015,July
Virgin America,VX,Virgin America,Mexico,Enplaned,7478,Enplaned,7478,2015,July
Virgin Atlantic,VS,Virgin Atlantic,Europe,Deplaned,17879,Deplaned,17879,2015,July
Virgin Atlantic,VS,Virgin Atlantic,Europe,Enplaned,14202,Enplaned,14202,2015,July
WestJet Airlines,WS,WestJet Airlines,Canada,Deplaned,8701,Deplaned,8701,2015,July
WestJet Airlines,WS,WestJet Airlines,Canada,Enplaned,8247,Enplaned,8247,2015,July
XL Airways France,SE,XL Airways France,Europe,Deplaned,4354,Deplaned,4354,2015,July
XL Airways France,SE,XL Airways France,Europe,Enplaned,3254,Enplaned,3254,2015,July
Aer Lingus,EI,Aer Lingus,Europe,Deplaned,7893,Deplaned,7893,2015,August
Aer Lingus,EI,Aer Lingus,Europe,Enplaned,7860,Enplaned,7860,2015,August
Aeromexico,AM,Aeromexico,Mexico,Deplaned,12766,Deplaned,12766,2015,August
Aeromexico,AM,Aeromexico,Mexico,Enplaned,11376,Enplaned,11376,2015,August
Air Canada,AC,Air Canada,Canada,Deplaned,19816,Deplaned,19816,2015,August
Air Canada,AC,Air Canada,Canada,Enplaned,19606,Enplaned,19606,2015,August
Air Canada,AC,Air Canada,Canada,Deplaned,29722,Deplaned,29722,2015,August
Air Canada,AC,Air Canada,Canada,Enplaned,29409,Enplaned,29409,2015,August
Air China,CA,Air China,Asia,Deplaned,10194,Deplaned,10194,2015,August
Air China,CA,Air China,Asia,Enplaned,9745,Enplaned,9745,2015,August
Air France,AF,Air France,Europe,Deplaned,23579,Deplaned,23579,2015,August
Air France,AF,Air France,Europe,Enplaned,23270,Enplaned,23270,2015,August
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Deplaned,8021,Deplaned,8021,2015,August
Air New Zealand,NZ,Air New Zealand,Australia / Oceania,Enplaned,7458,Enplaned,7458,2015,August
Alaska Airlines,AS,Alaska Airlines,US,Deplaned,67853,Deplaned,67853,2015,August
Alaska Airlines,AS,Alaska Airlines,US,Enplaned,63669,Enplaned,63669,2015,August
Alaska Airlines,AS,Alaska Airlines,Mexico,Deplaned,6274,Deplaned,6274,2015,August
Alaska Airlines,AS,Alaska Airlines,Mexico,Enplaned,5502,Enplaned,5502,2015,August
All Nippon Airways,NH,All Nippon Airways,Asia,Deplaned,7851,Deplaned,7851,2015,August
All Nippon Airways,NH,All Nippon Airways,Asia,Enplaned,7426,Enplaned,7426,2015,August
American Airlines,AA,American Airlines,US,Deplaned,131452,Deplaned,131452,2015,August
American Airlines,AA,American Airlines,US,Enplaned,128686,Enplaned,128686,2015,August
Asiana Airlines,OZ,Asiana Airlines,Asia,Deplaned,8813,Deplaned,8813,2015,August
Asiana Airlines,OZ,Asiana Airlines,Asia,Enplaned,7898,Enplaned,7898,2015,August
British Airways,BA,British Airways,Europe,Deplaned,22268,Deplaned,22268,2015,August
British Airways,BA,British Airways,Europe,Enplaned,22544,Enplaned,22544,2015,August
Cathay Pacific,CX,Cathay Pacific,Asia,Deplaned,22374,Deplaned,22374,2015,August
Cathay Pacific,CX,Cathay Pacific,Asia,Enplaned,19675,Enplaned,19675,2015,August
China Airlines,CI,China Airlines,Asia,Deplaned,10122,Deplaned,10122,2015,August
China Airlines,CI,China Airlines,Asia,Enplaned,9893,Enplaned,9893,2015,August
China Eastern,MU,China Eastern,Asia,Deplaned,6980,Deplaned,6980,2015,August
China Eastern,MU,China Eastern,Asia,Enplaned,6285,Enplaned,6285,2015,August
China Southern,CZ,China Southern,Asia,Deplaned,6545,Deplaned,6545,2015,August
China Southern,CZ,China Southern,Asia,Enplaned,5916,Enplaned,5916,2015,August
Compass Airlines,CP,Delta Air Lines,US,Deplaned,32627,Deplaned,32627,2015,August
Compass Airlines,CP,Delta Air Lines,US,Enplaned,29940,Enplaned,29940,2015,August
Compass Airlines,CP,American Airlines,US,Deplaned,5917,Deplaned,5917,2015,August
Compass Airlines,CP,American Airlines,US,Enplaned,5497,Enplaned,5497,2015,August
Delta Air Lines,DL,Delta Air Lines,US,Deplaned,180010,Deplaned,180010,2015,August
Delta Air Lines,DL,Delta Air Lines,US,Enplaned,178226,Enplaned,178226,2015,August
Delta Air Lines,DL,Delta Air Lines,US,Thru / Transit,378,Thru / Transit * 2,756,2015,August
EVA Airways,BR,EVA Airways,Asia,Deplaned,18050,Deplaned,18050,2015,August
EVA Airways,BR,EVA Airways,Asia,Enplaned,16290,Enplaned,16290,2015,August
Emirates,EK,Emirates,Middle East,Deplaned,14632,Deplaned,14632,2015,August
Emirates,EK,Emirates,Middle East,Enplaned,12193,Enplaned,12193,2015,August
Etihad Airways,EY,Etihad Airways,Middle East,Deplaned,9582,Deplaned,9582,2015,August
Etihad Airways,EY,Etihad Airways,Middle East,Enplaned,6446,Enplaned,6446,2015,August
Frontier Airlines,F9,Frontier Airlines,US,Deplaned,25218,Deplaned,25218,2015,August
Frontier Airlines,F9,Frontier Airlines,US,Enplaned,25852,Enplaned,25852,2015,August
Hawaiian Airlines,HA,Hawaiian Airlines,US,Deplaned,15706,Deplaned,15706,2015,August
Hawaiian Airlines,HA,Hawaiian Airlines,US,Enplaned,12605,Enplaned,12605,2015,August
Japan Airlines,JL,Japan Airlines,Asia,Deplaned,7219,Deplaned,7219,2015,August
Japan Airlines,JL,Japan Airlines,Asia,Enplaned,6501,Enplaned,6501,2015,August
JetBlue Airways,B6,JetBlue Airways,US,Deplaned,62855,Deplaned,62855,2015,August
JetBlue Airways,B6,JetBlue Airways,US,Enplaned,61517,Enplaned,61517,2015,August
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Deplaned,12034,Deplaned,12034,2015,August
KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,Europe,Enplaned,11510,Enplaned,11510,2015,August
Korean Air Lines,KE,Korean Air Lines,Asia,Deplaned,8321,Deplaned,8321,2015,August
Korean Air Lines,KE,Korean Air Lines,Asia,Enplaned,7666,Enplaned,7666,2015,August
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Deplaned,24205,Deplaned,24205,2015,August
Lufthansa German Airlines,LH,Lufthansa German Airlines,Europe,Enplaned,23096,Enplaned,23096,2015,August
Philippine Airlines,PR,Philippine Airlines,Asia,Deplaned,11437,Deplaned,11437,2015,August
Philippine Airlines,PR,Philippine Airlines,Asia,Enplaned,7965,Enplaned,7965,2015,August
SAS Airlines,SK,SAS Airlines,Europe,Deplaned,7622,Deplaned,7622,2015,August
SAS Airlines,SK,SAS Airlines,Europe,Enplaned,7295,Enplaned,7295,2015,August
Singapore Airlines,SQ,Singapore Airlines,Asia,Deplaned,16286,Deplaned,16286,2015,August
Singapore Airlines,SQ,Singapore Airlines,Asia,Enplaned,15705,Enplaned,15705,2015,August
SkyWest Airlines,OO,Delta Air Lines,US,Deplaned,4345,Deplaned,4345,2015,August
SkyWest Airlines,OO,Delta Air Lines,US,Enplaned,4101,Enplaned,4101,2015,August
SkyWest Airlines,OO,United Airlines,US,Deplaned,164617,Deplaned,164617,2015,August
SkyWest Airlines,OO,United Airlines,US,Enplaned,160952,Enplaned,160952,2015,August
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,2504,Deplaned,2504,2015,August
SkyWest Airlines,OO,United Airlines,Canada,Deplaned,10465,Deplaned,10465,2015,August
SkyWest Airlines,OO,United Airlines,Canada,Enplaned,12889,Enplaned,12889,2015,August
Southwest Airlines,WN,Southwest Airlines,US,Deplaned,159846,Deplaned,159846,2015,August
Southwest Airlines,WN,Southwest Airlines,US,Enplaned,155585,Enplaned,155585,2015,August
Southwest Airlines,WN,Southwest Airlines,US,Thru / Transit,44,Thru / Transit * 2,88,2015,August
Sun Country Airlines,SY,Sun Country Airlines,US,Deplaned,11244,Deplaned,11244,2015,August
Sun Country Airlines,SY,Sun Country Airlines,US,Enplaned,10257,Enplaned,10257,2015,August
Swiss International,LX,Swiss International,Europe,Deplaned,10805,Deplaned,10805,2015,August
Swiss International,LX,Swiss International,Europe,Enplaned,10131,Enplaned,10131,2015,August
TACA,TA,TACA,Central America,Deplaned,8356,Deplaned,8356,2015,August
TACA,TA,TACA,Central America,Enplaned,6376,Enplaned,6376,2015,August
Turkish Airlines,TK,Turkish Airlines,Europe,Deplaned,9548,Deplaned,9548,2015,August
Turkish Airlines,TK,Turkish Airlines,Europe,Enplaned,8258,Enplaned,8258,2015,August
US Airways,US,US Airways,US,Deplaned,84588,Deplaned,84588,2015,August
US Airways,US,US Airways,US,Enplaned,85887,Enplaned,85887,2015,August
United Airlines,UA,United Airlines,US,Deplaned,37628,Deplaned,37628,2015,August
United Airlines,UA,United Airlines,US,Enplaned,29304,Enplaned,29304,2015,August
United Airlines,UA,United Airlines,US,Deplaned,284700,Deplaned,284700,2015,August
United Airlines,UA,United Airlines,US,Enplaned,301302,Enplaned,301302,2015,August
United Airlines,UA,United Airlines,US,Thru / Transit,131,Thru / Transit * 2,262,2015,August
United Airlines,UA,United Airlines,US,Deplaned,387099,Deplaned,387099,2015,August
United Airlines,UA,United Airlines,US,Enplaned,364880,Enplaned,364880,2015,August
United Airlines,UA,United Airlines,US,Thru / Transit,175,Thru / Transit * 2,350,2015,August
United Airlines,UA,United Airlines,Asia,Deplaned,79756,Deplaned,79756,2015,August
United Airlines,UA,United Airlines,Asia,Enplaned,75292,Enplaned,75292,2015,August
United Airlines,UA,United Airlines,Australia / Oceania,Deplaned,7777,Deplaned,7777,2015,August
United Airlines,UA,United Airlines,Australia / Oceania,Enplaned,6303,Enplaned,6303,2015,August
United Airlines,UA,United Airlines,Canada,Deplaned,744,Deplaned,744,2015,August
United Airlines,UA,United Airlines,Canada,Enplaned,1201,Enplaned,1201,2015,August
United Airlines,UA,United Airlines,Canada,Thru / Transit,103,Thru / Transit * 2,206,2015,August
United Airlines,UA,United Airlines,Canada,Deplaned,9914,Deplaned,9914,2015,August
United Airlines,UA,United Airlines,Canada,Enplaned,914,Enplaned,914,2015,August
United Airlines,UA,United Airlines,Canada,Deplaned,13481,Deplaned,13481,2015,August
United Airlines,UA,United Airlines,Canada,Enplaned,20197,Enplaned,20197,2015,August
United Airlines,UA,United Airlines,Europe,Deplaned,45625,Deplaned,45625,2015,August
United Airlines,UA,United Airlines,Europe,Enplaned,44505,Enplaned,44505,2015,August
United Airlines,UA,United Airlines,Mexico,Deplaned,22963,Deplaned,22963,2015,August
United Airlines,UA,United Airlines,Mexico,Enplaned,16690,Enplaned,16690,2015,August
United Airlines,UA,United Airlines,Mexico,Enplaned,5026,Enplaned,5026,2015,August
Virgin America,VX,Virgin America,US,Deplaned,194329,Deplaned,194329,2015,August
Virgin America,VX,Virgin America,US,Enplaned,190563,Enplaned,190563,2015,August
Virgin America,VX,Virgin America,Mexico,Deplaned,4541,Deplaned,4541,2015,August
Virgin America,VX,Virgin America,Mexico,Enplaned,3541,Enplaned,3541,2015,August
Virgin Atlantic,VS,Virgin Atlantic,Europe,Deplaned,16886,Deplaned,16886,2015,August
Virgin Atlantic,VS,Virgin Atlantic,Europe,Enplaned,16156,Enplaned,16156,2015,August
WestJet Airlines,WS,WestJet Airlines,Canada,Deplaned,8795,Deplaned,8795,2015,August
WestJet Airlines,WS,WestJet Airlines,Canada,Enplaned,8108,Enplaned,8108,2015,August
XL Airways France,SE,XL Airways France,Europe,Deplaned,4108,Deplaned,4108,2015,August
XL Airways France,SE,XL Airways France,Europe,Enplaned,3974,Enplaned,3974,2015,August
Aer Lingus,EI,Aer Lingus,Europe,Deplaned,7488,Deplaned,7488,2015,September
Aer Lingus,EI,Aer Lingus,Europe,Enplaned,7680,Enplaned,7680,2015,September
Aeromexico,AM,Aeromexico,Mexico,Deplaned,8631,Deplaned,8631,2015,September
Aeromexico,AM,Aeromexico,Mexico,Enplaned,9425,Enplaned,9425,2015,September
Air Canada,AC,Air Canada,Canada,Deplaned,17359,Deplaned,17359,2015,September
