Maker ID,Week 6 hours,Week 6 quantity approved,Week 7 hours,Week 7 quantity approved,Week 8 hours,Week 8 quantity approved,Week 9 hours,Week 9 quantity approved,Week 10 hours,Week 10 quantity approved
4860,10.2,10,10.4,8,9.98,4,2.48,0,2.63,0
4865,55.25,22,56.91,26,60.32,23,61.57,20,64.03,23
4868,35.64,12,38.49,11,40.41,10,41.09,8,43.97,8
4871,57.29,13,58.44,11,43.48,5,42.63,4,44.34,4
4873,12.53,6,14.16,4,12.74,4,4.74,2,4.74,2
4875,9.42,7,10.64,8,10.21,8,3.21,2,3.31,2
4877,34.58,7,29.05,7,22.78,4,23.18,3,22.48,3
4878,25.91,10,31.09,9,30.78,9,19.01,6,18.06,6
4889,24.24,10,26.66,9,23.19,8,18.51,3,18.7,3
4891,34.55,11,36.62,11,43.21,10,36.51,8,35.78,7
4896,61.76,18,66.08,20,43.88,8,51.88,7,52.4,6
4901,8.75,4,10.06,4,11.37,3,2.89,3,3.15,2
4908,36.05,21,34.61,21,29.76,20,20.16,19,22.18,22
4922,50.69,12,52.21,12,42.29,10,34.02,9,33,8
4926,80,10,80,8,64,4,67.74,5,65.03,5
4929,48.76,11,40.96,10,35.64,9,29.78,5,32.16,6
4930,8.62,4,7.5,3,6.75,0,2,2,2,2
4932,80,26,80,28,64,5,80,5,80,6
4944,22.18,6,20.18,5,14.21,3,6.27,3,5.89,3
4945,32.11,12,29.22,12,25.42,11,19.42,7,19.42,7
4949,46.61,22,48.01,24,56.65,25,41.42,20,39.35,21
4953,17.37,6,19.8,4,15.84,4,12.06,3,11.34,3
4959,79.27,26,75.31,29,69.29,25,56.83,20,59.67,18
4960,10.63,7,9.35,6,7.1,0,2,0,2,0
4961,41.04,21,44.32,19,41.48,9,43.37,9,47.71,10
4962,20.65,3,24.78,3,25.77,3,21.38,3,23.52,3
4963,28.86,9,23.09,8,26.55,6,16.96,2,17.47,2
4965,34.86,11,32.77,9,31.46,9,28.29,8,30.55,7
4970,17.9,6,19.15,6,21.83,6,11.52,4,10.48,4
4975,31.08,8,33.26,8,39.25,8,32.64,5,31.66,4
4994,69.08,24,69.08,23,70.46,20,65.98,9,64.66,10
5000,31.82,10,29.91,8,35.89,8,27.81,6,27.53,7
5002,33.69,8,36.39,6,34.93,5,21.39,5,22.25,6
5003,22.43,9,21.76,8,20.02,7,9.02,4,8.84,4
5004,19.73,10,16.18,9,15.86,7,10.81,5,11.35,6
5006,60.3,10,55.48,9,48.82,9,43.8,9,42.49,11
5010,26.84,7,26.03,7,29.67,6,27.53,4,28.63,3
5015,35.21,7,36.97,6,31.42,6,17.14,2,18.34,2
5016,22.24,7,18.24,6,16.96,6,8.6,3,9.2,3
5017,36.21,16,36.93,18,35.45,15,20.78,7,21.2,8
5029,35.36,9,38.19,10,34.37,8,29.15,4,26.24,4
5030,18.28,9,17.18,8,16.49,8,5.84,6,5.72,7
5032,51.15,7,51.66,6,55.28,6,46.28,3,41.65,3
5033,72.73,28,72.73,31,77.82,25,70.6,24,69.19,23
5038,21.24,4,17.84,4,20.87,4,14.08,3,12.95,3
5042,47.48,18,54.6,18,46.96,16,33.79,7,34.8,8
5043,46.01,12,54.75,12,43.8,10,39.62,7,43.58,8
5045,12.39,5,14.87,5,14.27,2,5.45,2,6,2
5046,15.42,8,12.64,6,12.01,6,7.05,5,7.4,6
5048,45.88,13,49.09,14,42.42,6,41.25,6,43.31,6
5049,42.41,12,42.83,12,30.15,6,26.04,6,27.86,7
5057,32.74,18,38.63,20,32.45,18,21.85,9,24.04,8
5060,19.05,10,17.72,9,16.3,8,10.91,6,11.24,6
5063,46.69,9,38.29,8,31.01,8,16.74,4,16.74,3
5065,44.72,10,43.83,8,39.45,7,25.32,5,24.31,4
5066,25.72,7,25.98,8,23.9,8,13.84,3,13.84,3
5072,21.07,10,25.07,9,24.32,8,13.62,6,12.67,7
5077,23.26,7,22.1,5,22.98,5,14.6,3,14.75,4
5078,21.11,8,19.42,7,15.54,4,13.53,4,14.75,4
5079,45.73,12,43.44,12,31.28,5,26.97,5,29.13,5
5080,44.62,13,45.96,11,42.28,11,29.94,9,30.24,7
5083,50.74,11,59.87,11,69.45,11,65.23,10,59.36,11
5086,28.64,19,31.22,20,32.47,19,25.42,19,27.45,18
5095,33.69,11,37.06,11,33.72,11,31.13,9,30.2,10
5096,49.16,9,49.65,7,56.1,6,49.91,4,49.41,3
5099,22.62,8,20.58,8,24.49,8,18.47,4,18.84,4
5109,18.92,8,22.14,9,18.6,4,17.81,4,16.03,3
5117,11.21,4,12.67,3,14.06,3,4.79,2,4.65,2
5130,18.48,6,20.14,6,22.96,5,16.26,4,15.93,4
5150,39.62,7,37.64,8,33.5,7,22.82,3,22.59,3
5155,33.28,12,32.95,11,32.95,11,26.93,5,27.47,5
5158,21.38,7,21.17,7,14.22,3,5.22,3,5.06,3
5160,12.75,5,11.86,6,11.27,5,4.26,2,4.26,2
5161,23.22,10,22.29,8,25.41,8,22.24,6,22.91,5
5162,23.95,5,22.99,4,24.6,3,14.14,1,13.29,1
5171,18.17,12,15.26,12,16.79,10,12.98,8,14.02,9
5172,26.23,7,21.25,8,19.89,4,14.39,5,13.38,6
5176,32.21,14,33.18,13,30.53,13,25.5,9,23.46,8
5177,80,18,75.16,20,67.64,19,63.35,17,65.25,14
5179,33.54,10,39.24,11,36.89,10,28.05,8,30.29,6
5180,50.92,16,43.28,15,28.39,6,28.62,6,30.62,6
5189,15.14,11,13.47,11,10.91,0,2,1,2,1
5190,47.59,10,50.92,10,57.54,10,45.09,5,47.8,6
5191,59.4,13,65.93,13,44.3,6,42.95,7,43.38,7
5192,30.1,15,26.19,14,31.17,13,30.09,6,30.99,5
5197,12.92,8,13.7,6,13.15,5,8.07,3,8.55,3
5200,13.56,9,15.32,7,17.31,6,9.96,3,9.26,3
5203,28.52,8,30.8,8,31.11,7,27.4,6,27.4,6
5206,25.52,6,22.46,6,20.44,5,11.83,4,10.88,3
5220,42.3,9,44.84,9,48.43,9,48.73,8,48.73,7
5223,15.49,6,16.57,4,14.58,2,13.78,2,15.16,2
5224,24.16,12,28.99,12,20.64,6,18.83,6,20.15,6
5227,52.05,8,51.53,10,35.04,5,46.12,4,45.66,4
5230,69.56,9,57.04,7,62.74,7,44.33,4,43.89,4
5233,36.7,10,35.6,9,29.62,4,23.62,4,21.73,5
5241,9.51,4,10.94,5,9.19,5,3.28,1,3.51,1
5242,22.06,12,25.15,10,25.65,10,21.45,4,23.38,4
5244,57.7,10,67.51,10,70.89,10,59.76,8,55.58,7
5245,19.59,4,21.35,5,19.64,4,14.57,1,15.01,1
5249,55.19,14,55.74,14,50.17,12,43.17,4,44.03,4
5250,27.96,6,29.08,5,23.96,3,28.74,3,28.74,3
5263,78.54,13,80,14,80,14,80,11,80,9
5269,24.3,9,26.24,8,29.13,8,18.63,6,19.93,5
5273,11.46,7,10.2,5,9.18,4,2.54,1,2.79,1
5282,12.29,4,12.66,5,12.03,5,2.91,2,2.88,2
5285,22.16,11,20.39,9,16.52,9,10.35,4,10.87,5
5294,58.17,13,65.15,11,55.38,11,41.18,9,45.3,9
5295,34.58,10,31.12,11,25.39,5,26.33,6,24.22,6
5301,49.18,13,59.02,14,59.02,12,51.25,5,51.25,5
5304,29.44,10,34.15,11,25.41,6,27.3,7,25.12,6
5324,18.35,7,20.74,6,21.15,6,13.84,2,14.12,2
5327,13.68,5,15.87,3,16.98,2,13.7,0,12.88,0
5338,48.1,12,54.83,11,50.99,10,40.97,10,43.84,10
5341,39.26,13,45.15,13,44.25,12,32.06,10,31.1,9
5349,35.68,10,41.39,10,39.73,10,30.95,9,28.16,10
5351,43.44,14,40.83,16,34.71,16,21.54,13,21.97,13
5358,33.29,26,29.3,27,33.99,22,31.77,5,31.45,6
5359,44.92,10,48.96,9,55.81,9,52.6,7,51.02,7
5363,37.71,10,45.25,9,41.63,4,46.56,4,42.37,5
5366,14.5,8,11.6,9,9.56,4,6.43,4,7.01,4
5369,22.54,7,18.48,7,20.7,7,16.84,6,18.19,6
5378,30.96,9,32.2,10,31.23,8,25.23,8,25.73,9
5380,30.09,8,24.97,9,17.18,5,13.83,6,13.69,5
5391,25.56,9,21.98,8,17.58,4,12.32,4,11.83,5
5392,36.83,11,37.2,10,34.6,10,29.98,5,32.38,5
5393,62.26,14,58.52,16,60.28,14,53.09,7,48.84,8
5396,40.92,10,34.37,10,32.31,10,18.46,8,19.01,7
5403,31.15,11,25.23,10,22.2,9,13.31,8,13.71,9
5404,7.02,3,7.58,3,6.44,0,2,0,2,0
5411,54.1,11,47.61,10,49.04,9,38.08,8,38.46,8
5419,46.94,17,42.25,17,47.74,14,41.17,6,41.17,7
5422,56.38,18,45.1,16,40.59,16,27.94,8,26.54,7
5424,32.2,6,25.76,6,25.24,5,21.53,5,21.53,6
5431,12.48,5,11.86,3,9.02,2,3.96,1,4.2,1
5435,63.55,16,66.09,15,69.39,12,47.51,5,46.56,6
5436,52.71,18,45.33,20,38.53,20,24.59,5,25.57,5
5442,33.45,14,37.46,14,36.71,13,36.68,5,35.21,4
5445,19.69,8,19.69,9,12.92,4,7.18,4,6.53,4
5448,31.35,11,32.92,11,33.91,10,18.47,10,19.21,9
5450,13.36,6,13.23,4,12.17,2,10.34,2,10.96,2
5459,19.49,12,16.96,12,17.3,11,5.01,8,5.51,8
5462,48.61,9,49.1,8,45.17,7,30.14,5,30.44,6
5467,16.01,3,15.69,3,12.55,3,8.31,2,8.23,2
5473,15.9,8,18.76,9,13.5,5,10.07,4,9.67,5
5475,46.47,13,55.76,15,60.22,15,41.58,7,39.09,7
5476,29.62,21,24.58,20,19.91,17,16.7,13,15.36,14
5481,18.66,6,15.86,7,13.8,6,4.01,2,3.77,2
5485,25.41,7,29.22,7,32.73,7,28.66,3,30.67,3
5487,35.89,18,35.89,21,41.27,19,40.87,15,38.42,16
5488,43.76,23,41.13,22,29.94,5,33.55,5,33.89,4
5491,45,12,48.15,11,40.45,9,37.11,7,33.77,8
5493,73.27,13,58.62,15,61.55,15,48.4,15,52.76,14
5498,52.03,17,47.87,18,46.91,16,34.22,14,36.27,17
5500,10.33,5,9.3,5,8.09,0,2,1,2,1
5503,48.68,19,49.65,17,41.7,8,48.82,8,51.75,9
5509,35.72,14,33.58,14,33.92,14,25.9,13,27.2,13
5510,20.93,10,22.81,9,16.06,4,14.28,4,14.42,4
5511,46.72,12,50.46,12,46.93,10,33.36,7,31.69,6
5522,16.52,9,14.04,9,12.36,9,3.88,2,4.27,2
5531,38.59,14,42.06,16,36.17,15,29.34,12,26.41,12
5532,61.47,15,53.48,14,50.06,6,44.93,6,44.93,6
5533,53.56,13,64.27,14,68.77,14,58.71,11,60.47,9
5536,70.53,10,76.88,8,80,8,62.61,3,66.37,3
5541,22.87,9,19.67,8,22.23,8,20.45,4,22.29,4
5542,44.57,11,49.03,10,58.84,9,44.37,5,48.81,4
5544,23.87,9,21.01,8,23.95,8,18.87,4,17.74,3
5545,33.21,12,36.53,12,42.01,12,34.17,9,32.12,8
5547,47.45,13,55.04,12,56.14,11,53.88,9,54.42,10
5548,43.22,12,51.86,11,61.19,9,66.2,5,72.82,4
5562,24.31,9,21.88,7,23.19,7,16.97,7,16.46,6
5564,50.28,17,52.79,15,50.68,13,49.27,12,44.34,14
5565,12.05,9,10.6,8,7.72,4,5.48,4,6.03,4
5570,33,11,29.37,9,31.13,9,22.75,7,22.3,6
5574,55.72,12,62.41,12,55.54,11,37.43,9,40.05,10
5575,34.22,20,34.56,19,30.69,8,23.99,8,23.75,8
5576,45.46,17,39.55,19,43.51,17,36.38,18,35.65,17
5582,23.54,13,28.25,11,32.49,11,26.41,8,25.62,8
5589,23.28,12,23.75,11,28.26,11,22.67,4,22.44,4
5595,25.03,8,25.03,9,22.03,9,15.91,4,17.34,3
5596,38.92,9,31.14,9,27.09,9,17.03,7,15.67,8
5599,46.67,12,49.47,11,48.98,10,32.67,4,30.06,3
5605,32.25,14,27.09,15,21.94,14,17.48,12,17.48,13
5607,58.85,21,70.62,21,59.32,18,58.03,12,58.03,11
5609,11.26,6,12.39,4,12.51,4,2.13,2,2.02,2
5610,55.16,20,65.09,18,43.22,9,45.94,8,44.1,7
5611,21.69,7,24.29,6,22.54,3,20.21,3,20.82,2
5619,70.76,10,57.32,10,58.47,8,59.66,6,58.47,7
5623,10.28,7,9.87,5,8.09,0,2,1,2,1
5626,7.87,4,7.32,3,6.44,0,2,0,2,0
5647,31.4,12,35.8,13,31.5,10,20.72,10,22.38,8
5649,36.3,18,40.29,17,48.35,16,49.12,14,51.08,13
5660,11.27,5,9.69,4,9.3,4,3.7,2,3.85,2
5665,12.39,6,14.37,6,17.1,5,7.88,4,8.67,5
5672,10.64,5,10.53,3,10.32,0,2,0,2.01,0
5681,52.47,21,61.91,20,55.1,20,49.86,9,48.36,8
5683,31.74,15,30.47,15,25.35,7,21.15,7,19.88,7
5689,15.07,4,16.88,4,16.37,4,7.72,2,8.11,2
5692,23.64,9,25.53,9,18.58,5,19.48,6,21.43,7
5693,59.64,16,61.43,18,46.19,5,50.89,5,47.33,5
5696,19.26,5,17.72,5,17.37,5,6.11,3,6.42,3
5719,27.13,13,30.11,14,31.62,13,26.73,10,27.8,11
5721,26.44,11,23.27,11,25.6,10,19.67,4,20.65,5
5733,22.18,9,21.96,9,19.11,7,10.01,2,9.91,2
5738,61.33,14,73.6,15,58.88,7,76.9,7,74.59,6
5740,34.64,18,27.71,18,22.17,18,13.07,5,12.68,5
5743,11.82,10,10.28,9,6.74,0,2,0,2,0
5753,18.02,7,16.4,7,18.7,6,12.64,3,13.02,3
5755,32.16,15,34.09,15,34.09,13,29.84,13,31.63,13
5757,51.68,15,47.03,17,39.51,16,36.86,15,36.12,12
5762,29.81,6,35.77,7,27.47,4,31.43,5,28.6,5
5772,33.16,5,26.86,5,31.43,5,23.8,5,22.37,5
5773,8.77,4,10.26,3,10.67,2,2.84,1,2.87,1
5781,11.8,9,10.03,7,9.73,0,2,1,2,1
5787,34.31,5,36.37,5,24.15,2,23.28,2,25.38,2
5791,15.34,9,16.11,7,15.79,6,10.53,5,11.06,5
5802,43.4,11,35.59,11,36.66,11,30.86,8,30.86,9
5803,24.86,12,25.11,11,26.11,9,18.28,4,19.19,3
5804,18.76,10,18.2,9,16.56,8,12.38,3,13.37,3
5813,80,14,72.51,15,80,13,80,13,80,13
5814,13.83,6,11.34,4,9.98,4,5.58,2,5.3,2
5816,44.57,11,49.47,11,48.48,10,44.39,5,47.94,5
5820,20.56,4,20.35,5,22.18,4,11.3,1,12.09,1
5825,48.92,11,54.3,10,53.76,9,37.23,8,39.84,9
5827,22.58,10,20.32,11,16.87,10,11.04,8,12.03,10
5833,54.53,13,43.62,12,35.94,5,32.99,6,32,6
5836,43.73,14,38.48,13,36.94,12,36.85,10,38.69,11
5839,30.11,5,29.21,4,33.88,4,22.48,4,20.46,3
5845,16.44,7,16.93,8,18.28,6,9.91,4,10.41,4
5846,19.3,6,15.83,4,10.89,2,7.11,2,6.4,2
5847,37.99,11,41.79,12,49.31,12,36.39,12,35.66,12
5850,40.36,15,46.82,15,53.37,13,40.63,4,42.66,4
5853,36.67,20,34.47,17,39.64,15,41.57,11,41.15,12
5860,15.51,5,12.41,4,11.29,3,2.48,0,2.36,0
5862,27.32,16,28.41,15,18.64,8,18,5,16.38,6
5865,31.49,16,33.38,19,29.91,9,32.76,9,32.43,9
5872,33.3,17,31.64,18,26.26,18,18.79,17,20.29,14
5879,13.89,7,15.14,6,15.75,5,9.7,2,9.7,2
5898,16.15,12,17.6,11,14.96,11,7.51,8,7.66,7
5901,56.89,13,61.44,14,70.66,14,59.13,12,60.9,10
5914,74.58,20,64.88,22,55.8,21,38.2,17,34.38,19
5917,48.06,9,51.42,9,34.14,5,33.12,4,30.47,5
5919,49.09,17,58.91,19,64.8,16,62.04,13,58.32,12
5925,59.5,9,47.6,10,53.79,10,35.57,4,32.72,4
5928,45.19,10,49.26,9,54.68,9,52.51,4,53.56,4
5930,20.55,9,18.91,8,19.48,8,11.34,4,11.11,4
5932,43.99,9,52.79,7,33.78,3,42.25,3,41.83,3
5933,20.07,8,16.06,7,18.95,6,12.76,3,13.27,3
5934,41.77,12,47.2,11,46.73,10,41.07,9,42.71,9
5936,43.74,11,38.49,10,32.33,10,26.24,4,24.4,5
5939,21.16,9,24.55,9,20.13,7,13.95,5,14.09,6
5942,9.44,6,7.93,5,6.02,0,2,0,2,0
5944,35.34,7,42.05,6,38.35,3,39.5,3,36.34,3
5945,55.91,11,46.96,12,43.2,11,41.52,9,45.26,10
5949,37.88,12,43.18,12,39.29,10,39.97,7,38.77,8
5959,21.87,8,19.68,7,20.86,7,14.36,3,15.65,3
5960,78.42,11,79.99,11,64,5,80,6,80,7
5962,80,17,71.43,19,73.57,18,55.53,7,53.31,6
5963,21.24,11,25.49,10,19.38,5,22.06,6,22.06,6
5965,34.25,11,31.51,12,29.3,10,19.66,4,17.69,4
5971,32.72,14,35.66,13,29.95,11,19.15,9,20.68,10
5972,38.27,16,40.57,16,39.76,15,30.57,12,30.88,13
5978,10.43,4,12.52,4,11.27,3,3.24,2,3.5,2
5987,14.76,5,15.5,6,15.81,6,4.91,2,4.42,2
5996,35.17,14,35.17,15,39.74,14,26.38,7,27.17,6
6002,54.53,17,63.8,16,72.73,13,62.37,13,64.86,11
6003,29.33,11,29.33,12,28.16,6,21.92,7,24.11,8
6004,27.54,17,29.74,15,30.63,14,25.47,11,23.94,11
6006,10.26,6,12.11,6,13.56,6,5.29,2,5.24,2
6010,15.38,5,17.69,5,14.68,4,11.47,4,11.01,3
6014,56.51,13,58.77,13,64.06,12,67.67,10,70.38,10
6020,64.91,16,53.88,17,60.88,16,39.7,14,38.51,11
6026,50.67,16,58.78,14,70.54,14,61.13,7,63.58,6
6027,16.85,6,18.2,5,15.65,5,5.77,4,5.6,5
6037,15.22,9,13.39,9,14.06,8,6.06,7,5.64,8
6046,11.84,5,12.43,3,12.68,3,2.9,1,2.7,1
6047,49.08,12,42.21,12,34.61,11,26.23,11,27.8,12
6067,55.2,11,62.38,10,68.62,8,72.6,6,72.6,6
6072,11.71,12,12.76,11,13.91,10,7.33,5,7.26,5
6079,42.31,24,47.81,25,50.2,24,42.7,23,42.7,26
6080,38.23,9,40.14,8,35.72,8,19.58,3,19.78,3
6084,62.12,13,68.95,15,70.33,13,72.47,10,75.37,9
6089,22.83,6,25.11,6,19.69,3,12.16,2,13.01,2
6091,63.67,15,57.3,15,45.38,8,39.38,9,36.23,11
6098,42.11,10,44.64,9,35.71,4,32.52,4,29.59,4
6101,19.54,11,18.37,11,14.84,5,15.26,5,16.33,5
6102,17.39,5,18.09,5,20.62,5,9.15,2,9.52,2
6106,79.19,15,80,17,80,14,80,13,80,15
6108,38.78,9,46.15,10,29.9,5,36.11,6,38.28,6
6121,11.43,3,9.6,3,10.56,3,6.67,2,6.47,2
6128,80,14,80,12,64,5,80,6,80,6
6142,46.75,15,51.89,16,47.22,13,35.08,6,33.68,5
6146,23.66,14,24.61,12,19.49,6,13.65,7,13.79,8
6147,40.05,8,42.45,8,37.36,7,35.59,4,34.88,4
6149,69.99,14,72.79,12,80,10,80,10,80,9
6156,36.9,12,37.27,10,31.31,8,18.55,5,17.81,6
6167,28.78,8,24.46,8,24.95,6,22.69,2,24.51,2
6173,73.95,12,74.69,12,73.2,12,53.76,9,58.06,10
6176,59.05,24,67.91,23,61.8,19,55.27,17,55.27,15
6177,53.82,17,43.59,18,33.48,5,40.96,5,40.96,6
6185,50.29,8,40.23,6,40.23,6,41.28,3,45.41,3
6190,13.57,6,15.47,4,17.79,4,12.57,1,12.19,1
6191,65.88,26,60.61,29,40.25,5,50.35,5,45.82,5
6193,41.37,12,40.96,11,38.99,6,47.59,7,46.16,7
6200,10.9,5,8.83,5,9.62,0,2,1,2,1
6207,30.24,13,26.61,12,23.42,11,14.31,10,14.88,9
6208,24.27,11,22.09,10,19.22,9,16.49,9,15.83,11
6209,34.07,7,28.96,8,34.17,7,33.32,7,29.99,7
6213,13.52,5,16.09,5,18.34,5,11.52,3,12.67,3
6218,46.95,8,49.3,7,39.44,7,24.95,5,25.45,4
6223,70,9,58.8,11,70.56,9,71.03,4,71.74,3
6224,53.57,25,54.11,29,47.08,23,41.49,5,44.81,5
6227,51.83,9,53.38,11,39.29,5,42.57,5,43.85,5
6229,32.52,10,28.62,11,22.9,9,13.61,5,14.15,4
6230,80,21,80,21,53.5,5,67.56,9,61.48,7
6231,14.86,6,16.64,6,16.81,5,10.84,2,11.27,2
6236,36.27,10,40.26,8,37.44,6,24.32,5,26.02,6
6244,20.26,11,17.22,9,14.64,8,4.32,1,4.54,1
6250,15.36,5,13.52,3,13.79,2,9.41,2,9.6,2
6253,62.87,15,51.55,15,57.74,15,52.78,14,57.53,12
6255,32.76,16,36.04,17,29.91,15,25.3,12,24.04,10
6257,31.11,5,36.4,6,42.22,6,36.06,3,38.22,2
6262,34.38,14,28.19,16,25.94,8,27.99,8,26.03,9
6270,69.01,25,77.29,27,79.61,28,57.69,28,60,26
6273,26.31,10,22.63,12,16.11,6,10.92,7,10.59,6
6274,70.4,18,73.22,21,68.09,20,71.67,17,69.52,19
6275,56,11,59.36,13,68.26,12,55.16,10,54.61,11
6284,58.29,11,51.88,13,49.39,6,45.33,5,43.52,6
6286,42.22,17,35.04,20,37.84,17,39.41,7,36.65,8
6289,60.27,10,59.67,12,57.88,12,50.04,4,47.54,4
6297,53.87,18,53.87,18,40.94,9,45.76,5,43.47,5
6299,19.76,13,22.53,12,20.18,6,21.27,7,19.14,6
6308,14.4,11,13.68,10,9.3,5,2.35,1,2.21,1
6309,32.73,9,34.69,9,28.45,9,22.73,8,23.41,8
6311,41.25,22,33,24,22.18,5,23.99,5,23.99,5
6314,65.65,12,57.77,12,61.81,11,62.08,8,67.05,9
6322,62.03,21,59.55,23,71.46,23,72.32,22,78.11,24
6324,25.59,14,28.15,15,20.94,6,22.27,7,24.05,8
6325,31.02,12,36.6,13,41.36,12,31.05,10,29.19,10
6327,20.3,11,18.68,12,14.94,12,5.45,12,5.78,14
6333,10.08,4,10.79,4,12.3,4,3.09,1,3.18,1
6334,45.99,13,36.79,12,31.64,10,28.97,9,26.94,11
6339,35.82,14,42.98,15,45.13,14,29.46,12,30.34,13
6341,22.35,10,26.6,11,24.69,5,27.64,4,29.57,4
6343,25.17,10,25.17,12,24.16,5,20.18,5,18.57,5
6345,59.12,20,53.8,20,39.6,5,42.5,5,40.8,5
6353,13.75,6,12.1,6,11.5,6,3.58,2,3.72,2
6354,51.18,15,42.48,16,49.28,14,36.34,7,36.7,8
6362,49.82,14,39.86,13,32.21,6,26.01,6,24.97,6
6367,50.46,14,51.97,13,44.07,7,40.93,7,40.93,7
6369,40.7,12,37.04,11,29.63,5,26.71,6,26.18,5
6379,19.26,7,15.41,6,12.94,3,10.31,3,9.59,3
6386,18.4,7,16.74,7,16.07,6,7.46,5,6.94,4
6395,36.68,27,33.75,26,35.78,24,32.07,23,33.67,20
6396,19.19,10,16.89,9,16.05,9,11.1,9,10.66,11
6398,43.43,12,40.39,10,44.83,10,43.9,4,46.53,4
6403,9.3,7,9.11,7,10.39,6,4.91,1,4.76,1
6405,19.82,9,23.19,7,25.97,7,17.75,3,18.11,3
6409,35.64,25,36.71,25,35.61,22,30.88,19,31.19,15
6421,67.44,15,57.32,18,38.98,9,47.1,5,43.8,4
6422,63.58,14,71.21,12,79.04,11,77.15,10,79.46,9
6426,36.26,20,37.71,20,38.09,21,22.23,20,22.23,23
6427,10.13,5,11.65,5,11.53,5,6.26,4,6.01,3
6433,75.61,16,70.32,17,70.32,15,55.88,14,51.97,11
6434,46.81,10,38.38,8,38,8,30.38,6,30.38,6
6438,23.24,8,20.68,7,19.65,6,12.63,3,13.14,2
6441,66.41,18,53.79,17,53.25,15,37.86,12,37.1,13
6451,18.06,8,19.5,6,14.04,3,14.01,2,12.75,2
6458,38.06,14,33.11,15,27.15,13,20.61,10,19.37,11
6462,12.86,8,14.53,7,16.13,6,11.9,5,11.54,5
6472,30,8,31.5,7,30.56,6,23.78,3,24.02,3
6474,16.92,5,17.77,6,14.5,3,8.59,3,8.5,3
6475,55.96,25,57.08,24,53.88,5,50.92,5,55.5,5
6477,60.57,9,64.2,10,58.42,10,37.74,9,34.34,11
6482,23.18,11,21.79,11,18.96,9,6.74,5,6.74,6
6486,25.26,20,29.81,20,23.85,17,13.32,14,12.12,13
6492,57.77,19,67.59,18,61.64,9,64.43,8,64.43,9
6500,14.86,9,17.39,9,11.41,5,10.54,5,11.17,5
6503,44.98,15,47.68,15,53.4,15,40.06,11,40.46,12
6528,23.55,11,23.79,13,22.12,13,11.69,5,10.64,6
6536,48.69,24,54.05,27,62.16,24,63.11,19,58.06,15
6540,22.24,9,19.13,8,16.07,7,8.03,2,7.63,2
6546,7.84,3,8.31,3,9.97,3,3.87,2,4.18,2
6550,21.5,8,19.14,7,12.4,3,7.97,4,8.69,4
6560,28.7,9,32.72,8,25.66,4,20.5,4,19.89,3
6561,51.43,13,42.69,13,29.03,6,21.76,6,21.11,6
6570,21.49,8,18.27,8,17.25,4,9.68,4,8.71,3
6571,41.77,11,40.93,12,27.5,5,31.47,6,28.95,6
6578,67.64,12,66.29,11,61.65,9,42.94,8,44.23,7
6582,20.39,7,17.94,7,20.63,7,9.36,6,9.27,6
6591,20.69,10,21.31,9,18.75,5,18.25,6,16.97,6
6597,23.06,13,24.21,13,23,10,18.45,5,19.19,5
6598,14.45,8,12.86,7,12.24,3,9.61,3,10.09,3
6602,15.76,5,12.77,6,14.17,6,8.17,3,7.43,3
6607,27.75,8,30.8,9,35.42,9,25.17,8,22.65,8
6621,17.94,7,16.33,7,15.02,3,15.54,3,14.14,3
6623,13.07,5,13.07,5,12.29,5,5.52,2,5.41,2
6628,38.27,13,34.06,11,30.25,6,32.21,7,34.14,8
6632,40.22,9,45.85,8,47.68,7,34.53,5,33.84,5
6635,12.71,3,12.33,4,14.3,4,9.59,1,10.07,1
6648,72.7,18,58.89,17,57.71,15,59.52,12,56.54,10
6649,42.58,16,40.88,13,43.74,11,40.11,9,44.12,10
6660,72.2,19,67.15,18,42.98,9,40.96,7,38.91,6
6662,16.2,4,19.44,4,16.33,3,7.06,1,6.35,1
6663,68.78,13,70.16,12,66.65,11,49.65,5,47.66,6
6667,32.97,15,36.6,15,35.87,15,28.87,6,29.16,6
6669,29.76,11,35.12,10,39.33,9,34.26,8,36.32,9
6677,46.67,15,41.07,15,48.87,12,45.76,11,42.1,13
6682,33.7,10,32.35,9,25.1,4,28.46,4,25.9,5
6687,60.14,20,69.16,19,56.02,18,55.98,16,56.54,15
6689,17.59,5,17.41,3,15.46,1,14.84,1,15.14,1
6693,11.27,5,13.3,4,15.83,3,5.14,1,4.93,1
6694,39.01,12,44.47,12,46.69,12,38.76,11,41.86,10
6695,22.51,4,21.61,4,20.53,3,9.07,2,8.89,2
6700,11.43,10,12.12,8,12.36,7,2.12,0,2,0
6706,23.94,6,20.35,4,22.79,4,12.19,4,12.68,3
6708,41.94,19,47.81,20,42.55,20,42.21,19,45.16,23
6710,23.32,16,20.52,16,24.01,16,19.89,15,19.69,18
6711,49.12,15,56.98,15,50.6,7,69.9,7,75.49,8
6715,26.44,5,31.46,5,37.12,4,35.32,2,38.15,2
6716,80,16,77.85,14,64,7,80,7,80,8
6719,24.67,6,28.62,7,31.48,6,20.39,4,19.37,4
6730,30.6,14,34.58,14,37,11,25.82,11,27.37,10
6734,32.22,8,28.35,7,30.05,6,21.45,2,21.66,2
6736,50.51,9,43.44,8,51.26,7,45.26,4,45.71,4
6737,35.73,8,34.3,6,38.76,6,24.56,5,22.84,5
